lat,lng
35.7819,-78.8195
4.8361,-75.6761
11.1286,2.9369
-6.5400,107.4400
52.5167,85.1667
38.4161,-121.3842
43.1250,5.9306
37.9333,40.2333
35.3667,1.3167
28.9008,120.0284
19.6723,-99.1697
43.8000,131.9500
-6.8222,107.1394
-6.8447,107.4656
26.0211,76.3536
31.1287,33.7971
24.9000,88.7500
15.3249,120.6554
6.9143,3.6632
4.4667,97.9500
31.0300,75.7800
-6.8951,109.4575
4.0847,-76.1986
30.1995,-85.6003
44.8500,20.4000
7.6667,36.8333
-1.0333,-79.4500
36.6404,29.1276
49.2653,4.0286
51.8425,5.8528
26.5500,80.4800
32.2161,35.2661
-7.3801,20.8351
42.3408,-3.6997
2.7667,32.3056
-17.8500,25.8667
27.5667,80.6833
-33.5833,-70.6167
9.7897,125.4958
-1.2422,-78.6289
7.0675,-73.8472
38.6803,-9.1583
-1.6731,-78.6483
19.2333,73.1333
59.8500,17.6333
21.9865,-99.0187
-11.7687,19.9481
14.3000,121.0000
14.5800,121.0120
32.4375,-114.7708
25.3330,72.3670
6.2206,125.0630
26.2500,50.6167
17.7866,95.7507
9.9833,76.2417
33.7667,72.3667
-37.7833,175.2833
31.9167,35.9500
47.5606,7.5906
12.4348,-86.8788
30.7194,76.7181
25.3667,85.5333
36.7511,5.0642
49.4811,8.4353
24.0167,89.3000
69.3333,88.2167
10.8175,12.0883
40.3493,-3.8284
13.2000,79.1167
-33.5667,-70.6667
19.2844,-98.4389
23.4088,88.3657
43.4667,-3.8000
34.1247,-117.5667
38.9956,-1.8558
35.9910,-79.9937
51.0333,6.9833
-7.3389,110.5022
29.7453,78.5200
19.4131,-98.8833
28.6333,79.7667
37.0378,27.4242
35.6813,140.0266
59.8498,17.6389
31.3498,105.0750
53.1439,8.2139
41.4015,-73.4709
-5.0939,-42.8369
16.0435,120.3397
14.9540,120.9010
7.8869,4.7156
1.0100,39.4900
37.0750,36.2500
28.7081,-100.5283
39.7767,30.5206
10.6722,-63.2403
35.7192,140.2296
-19.2622,146.8158
36.6883,-121.6317
11.7500,79.7500
38.2500,21.7333
34.8828,-1.3167
20.9148,-17.0502
21.9700,70.8000
32.8578,51.5528
51.4275,6.8825
26.0128,-80.3382
24.6728,102.9149
45.4339,4.3897
5.3378,116.1603
4.5833,13.6833
35.5333,44.8342
-6.7303,147.0008
45.4000,-71.9000
35.3192,139.5472
20.9516,107.0852
15.8200,80.3500
15.4167,75.6167
38.1125,-122.2342
36.5991,140.6515
-1.4000,36.7700
41.1867,-8.6844
21.3567,-101.9378
12.1300,79.0700
-2.9500,25.9167
14.1389,-16.0764
17.9000,77.5500
33.2247,-117.3083
42.4414,19.2628
30.6200,74.2500
35.3670,132.7547
31.2886,34.2519
35.7367,-0.5542
-9.3000,14.9129
-6.3704,106.8176
38.6970,-9.3017
-12.1528,-44.9900
-34.4500,-58.5667
-26.1000,28.2333
33.0023,-7.6198
6.5436,-7.4933
38.7500,-9.2333
32.0300,44.4000
-7.1908,-48.2069
28.7672,-81.8962
11.9333,79.4833
20.9506,72.9231
34.8670,110.4417
37.9069,112.1700
33.7787,-117.9601
38.1144,15.6500
11.5480,107.8077
33.5869,71.4414
19.1333,-72.4833
43.2281,-86.2562
42.3372,-122.8540
53.8833,86.7167
33.2348,-87.5268
39.8734,124.1453
19.3300,-99.4700
-28.2320,30.5660
34.2942,48.8200
53.7800,20.4942
42.6341,141.6055
6.9333,1.6833
20.6333,72.9333
53.1325,26.0178
23.8494,57.4386
33.9600,10.0000
4.1394,32.3008
3.3283,99.1625
35.6531,139.9020
-41.4718,-72.9396
32.0667,73.6833
25.9755,113.2302
58.0500,38.8333
44.7000,10.6333
32.4926,20.8291
31.8703,36.0048
-13.8667,14.4333
22.4333,87.3333
36.7817,126.4522
20.3817,-76.6428
-13.8578,-40.0839
35.6706,139.7720
34.6935,-118.1753
10.2003,-67.5514
10.2317,12.9303
41.6458,41.6417
18.8100,-71.2300
18.4939,-88.2979
34.8618,137.0618
10.2953,3.3817
8.0073,-62.3978
5.6703,7.2825
-27.6456,27.2317
-23.3500,43.6667
33.2700,-7.5872
11.8667,3.3833
8.9219,-67.4283
31.5322,75.9172
36.7650,45.7210
36.0667,4.7667
6.7991,79.8767
-23.2817,-46.7425
22.9658,115.3187
40.1707,126.2761
51.5575,0.0858
36.3276,-119.3269
41.1676,121.3558
24.9197,89.9481
42.9848,-71.4447
-13.7393,15.0607
40.6031,140.4638
20.8855,76.1993
26.0500,97.4167
24.1822,96.3306
36.3145,139.8001
19.1020,108.6391
29.3161,76.3142
-6.2892,106.4883
31.4478,35.0900
17.6133,121.7303
-23.7172,-46.8494
-23.1172,-46.5506
-23.2642,-47.2992
31.3333,37.3333
-6.0989,106.6381
30.9833,41.0167
14.2917,-89.8958
52.2789,8.0431
41.5495,-72.0882
18.3794,-66.1635
22.8671,88.3674
23.0236,114.0927
-2.5325,112.9564
49.4942,0.1081
8.1491,4.7207
15.3157,-87.9932
-7.1333,110.4043
-15.7167,46.3167
9.2500,105.4170
48.0809,-122.1561
-4.8589,-43.3558
46.4900,-81.0100
6.6667,80.4003
35.7935,139.5653
36.7541,137.0257
2.9667,99.8000
42.9849,144.3817
34.7179,137.8515
42.9240,143.1961
-23.6228,-46.5508
31.6164,-2.2183
-4.8186,34.7506
23.7167,-15.9500
53.3900,-2.5900
13.3347,74.7462
36.2500,46.2736
30.7167,31.6667
26.7833,82.1333
49.8225,19.0444
40.3991,-86.8593
30.3000,71.9333
23.9792,97.9047
39.8657,111.2300
36.4181,54.9764
35.9333,36.6333
-27.8158,-50.3258
16.2430,80.6400
22.1456,-80.4364
49.8667,8.6500
31.1833,32.0333
34.5944,-118.1057
35.2472,59.2669
6.7297,-3.4964
12.8308,79.7078
35.3747,139.2201
-17.5350,-39.7419
-36.6067,-72.1033
41.1500,-8.5333
16.8056,107.0906
29.1322,48.1261
-1.5069,33.8042
26.3700,86.0800
51.9833,5.9167
-10.7336,14.9800
14.7300,78.5500
19.2667,-98.4333
5.5403,-73.3614
36.8944,126.6297
54.9000,52.3000
-21.7878,-46.5608
28.6906,77.0778
45.7661,4.8794
12.9403,78.2624
40.3097,36.5542
-0.4569,39.6583
30.8167,75.1700
37.8944,127.1992
36.9789,-122.0346
36.8667,6.9000
25.5333,-103.5250
31.8020,74.2550
30.0703,71.1933
33.7050,8.9650
40.1167,67.8500
53.0167,158.6500
49.4122,8.7100
53.6450,-1.7798
47.5167,42.1500
33.9516,131.2467
30.5567,49.1886
37.9125,28.3206
14.8667,120.9500
15.3372,120.5900
9.4333,-64.4667
40.7032,29.8722
52.3803,4.6406
-5.8500,13.0500
-4.9039,-80.6853
18.4487,-95.2133
18.8814,-99.1778
45.0167,78.3667
12.9547,78.2767
1.0167,35.0000
-2.9050,-41.7769
6.3667,2.0833
22.7772,73.6203
30.4067,55.9939
13.9624,121.5265
47.3231,5.0419
21.7700,78.2500
-5.1167,105.3000
43.1119,12.3885
35.1667,-2.9333
5.6667,-0.0167
-9.3000,14.9167
10.9500,123.3000
51.1719,7.0847
-1.8667,-79.9833
23.2881,116.2594
22.9349,92.9349
0.1333,117.5000
23.2670,113.2304
10.5333,123.9333
42.9633,126.7478
25.3722,51.2047
28.4853,-16.3167
20.4467,-97.3250
23.0964,-82.3267
46.8511,83.1488
11.2694,107.4278
33.0675,44.3622
24.0515,105.0573
21.1652,77.3091
7.0083,125.0894
31.8801,-102.3448
-22.9239,-45.4617
47.4222,40.0939
41.6697,-70.9428
31.7195,131.0617
-22.3719,-46.9419
56.4000,61.9333
9.9369,106.3411
28.6453,70.6567
9.5928,-5.1944
51.5500,0.7100
29.3188,-100.9465
-34.8333,-58.5167
12.2500,-2.3667
37.0628,37.3792
14.5500,44.4017
-15.9081,-48.0731
-12.0139,-76.8250
-33.3333,-60.2167
-2.1347,-79.5872
37.3057,-120.4779
7.7333,4.4333
36.8833,10.2500
36.5114,-4.8834
51.7298,75.3266
52.2225,6.8925
33.8616,-117.5649
-6.4086,106.7647
51.5886,-2.9978
53.1667,48.4667
49.0167,12.0833
41.4667,69.5833
27.7562,118.0267
-18.5869,-46.5147
-6.9076,39.0730
28.0500,79.1200
45.5050,124.2863
32.0700,34.8235
22.6700,88.3500
14.9177,-23.5092
47.4728,-0.5556
37.6328,-122.0766
-26.1883,28.3206
40.9147,-74.1624
9.0764,6.9853
17.8500,-92.4167
38.1522,114.5771
34.5779,136.5276
55.7125,21.1350
10.4167,123.9667
35.3647,136.6019
18.7200,75.3200
29.8972,31.2742
21.6948,72.9805
22.6518,113.3114
17.1485,121.8892
-1.7178,-48.8828
-10.2117,31.1783
28.8049,113.0745
0.3628,-78.1300
26.5667,31.7500
37.8728,32.4921
51.5426,7.2190
31.1500,72.6833
26.3383,31.8917
30.4628,31.1797
42.1014,-75.9093
21.1000,95.6500
10.1540,103.9892
10.0370,104.0188
-22.4624,-68.9272
-34.5431,-58.7118
51.7002,5.3068
52.1550,5.3875
10.2540,-68.0109
-33.9667,22.4500
26.0000,32.8167
-25.5208,-48.5094
32.5861,73.4917
10.7000,105.1167
55.1667,59.6667
39.7709,-89.6540
11.3428,77.7274
18.7333,82.9667
-23.5917,-48.0531
26.7646,114.3093
9.3111,42.1278
22.8866,92.7451
38.8185,-77.0861
-10.7000,22.2333
22.9877,113.0029
52.4697,4.7767
28.0500,-110.7167
51.6522,-0.0808
41.4450,-8.2908
36.7169,4.0497
-8.7351,24.9980
-0.2500,35.7333
15.7919,120.9900
55.4333,37.7500
22.4122,-83.6719
39.6977,-105.1172
32.8065,-83.6974
25.8800,86.6000
23.0701,113.8693
7.3581,2.6075
-22.5269,-41.9450
6.1035,-3.8648
41.9833,2.8167
30.1997,31.2053
14.2978,-90.7869
24.0500,90.9883
4.2167,100.7000
14.4333,120.4833
28.0408,82.4861
45.1869,5.7264
21.0065,107.2726
33.9786,44.9369
14.7189,-90.6442
23.5239,77.8061
38.7703,-121.3196
10.2450,123.7964
32.2689,75.6497
44.4161,12.2017
51.7167,8.7667
19.6708,-72.6781
36.3967,140.5347
-16.7081,-49.0931
-20.8789,55.4481
29.2700,51.2189
-23.8597,35.3472
9.0833,3.8500
0.9500,-79.6667
28.0000,68.6667
64.5667,39.8500
36.2864,7.9511
14.8136,74.1297
34.8892,135.4167
51.2003,6.6939
43.2500,46.5833
39.1235,-94.7443
36.1647,1.3317
26.0293,-80.1679
0.2150,32.5500
-8.0219,-34.9808
36.1528,5.6900
47.8000,13.0450
36.5726,111.7176
26.0200,90.0000
39.7856,44.9436
29.9688,76.8249
23.0427,112.9145
33.6815,-112.4515
26.5739,74.8667
37.3447,126.9683
12.9333,8.5333
45.2692,27.9575
44.3711,-79.6769
-0.7167,8.7833
22.8167,90.3333
28.9708,79.3972
-1.5167,36.8500
25.4212,80.3627
17.0500,79.2700
38.9295,116.9168
-8.4228,20.7393
37.3836,-122.0255
35.9463,139.8589
-23.4439,-46.9178
27.4833,94.9000
10.4000,123.9500
-8.1167,115.0833
33.2497,126.56
10.1600,-67.5582
20.9000,70.3700
40.1142,-88.2737
30.2010,-93.2111
23.9800,85.3500
49.0500,-122.3167
36.3824,139.7341
5.3973,-6.5499
-1.4944,29.6417
21.8557,77.9291
36.5656,128.7250
25.2167,88.7667
26.7575,94.2031
19.5833,-99.7667
34.9893,137.0021
23.4000,88.5000
-32.9167,151.7500
36.4019,138.2491
43.5500,10.3167
-16.1579,33.5898
21.3100,105.5967
22.7642,88.3776
21.6425,69.6047
40.0833,128.2500
32.4411,74.1142
7.0731,-73.1681
10.9000,123.4167
41.1404,-74.1072
36.0760,-79.4685
11.2830,106.1298
16.2561,97.7244
14.4741,-90.6247
34.9403,127.7017
42.4700,-2.4456
-5.4622,122.6058
34.0661,132.9977
34.8794,135.4092
6.0500,121.0000
41.5961,121.7928
10.4522,5.4794
36.7472,3.1908
10.3667,106.6667
36.6050,34.3084
37.2500,55.1672
47.5951,-122.1535
43.8383,4.3597
23.2500,88.4300
18.2000,-73.7500
13.8300,77.4900
38.2583,-122.0335
-25.5928,-49.4100
20.0858,-98.3633
52.0594,1.1556
23.0494,-81.5736
10.2604,13.2606
2.9850,99.6190
10.9331,107.2447
28.7354,77.1638
-37.6858,176.1667
6.7000,121.9667
12.4955,12.7796
26.1011,74.3203
-12.1356,-38.4192
-22.8858,-48.4450
36.2601,111.6743
20.3397,-77.1086
15.1493,120.7692
14.8111,108.9561
-27.3665,-70.3323
25.3799,112.1977
12.8750,10.4583
41.7480,-88.1659
32.0333,74.2667
44.0101,20.9172
15.4300,76.5300
28.1933,-105.4711
6.9886,-73.0503
15.4009,-87.8120
-24.7139,-53.7428
35.7546,139.4685
41.5188,-88.1499
6.6181,2.8106
31.3342,73.4194
16.6833,121.5500
38.8779,-6.9706
36.0621,139.6668
20.8167,-102.7167
-37.3167,-59.1333
23.6636,116.6028
-11.4500,34.0333
20.3900,-101.2600
-39.8142,-73.2459
2.7400,23.7800
12.1080,-68.9350
18.7167,-68.4500
21.2785,86.6883
34.2200,41.0540
33.8936,35.5403
34.4470,35.8178
32.7636,22.6361
7.0667,6.2667
32.8833,36.0500
41.5345,60.6249
10.1136,-66.7814
20.4000,-101.8000
34.3700,73.4711
-7.1139,-34.9778
34.6264,45.3236
18.4300,-68.9700
43.5100,16.4400
19.3000,-103.8333
41.6916,-85.9627
43.5278,5.4456
6.3333,8.1000
46.8000,-71.1833
33.1348,-117.0723
22.7717,-102.5753
-17.4042,-66.0408
45.3508,36.4686
37.3606,115.3803
29.6575,-95.1498
22.9358,97.7497
32.7602,-96.5865
7.2000,2.0667
51.5836,-0.3464
44.0594,12.5683
-15.4167,23.2833
35.7177,139.5661
-33.6855,-71.2146
32.3325,35.7517
29.8763,52.8063
46.8489,35.3675
32.0243,-102.1147
-26.7150,27.1033
38.9472,-92.3268
6.9535,126.2163
49.2839,-122.7919
38.9785,117.3887
34.1500,73.2167
7.4975,5.2304
13.4140,121.1800
35.8530,139.4122
32.5961,-83.6527
19.8500,-73.2000
34.2144,-4.0088
37.0758,-113.5752
29.5322,35.0061
56.4606,-2.9700
28.9300,79.7000
20.8547,104.6169
25.0760,101.5090
21.4411,40.4975
55.6031,37.7331
38.8000,-9.1833
-33.0498,-71.4415
-34.7167,-58.6167
34.0585,-117.7626
47.2319,16.6200
42.2717,42.7056
35.2903,136.9110
-1.1669,36.8219
13.3622,103.8597
14.8000,120.9333
16.3753,97.7336
25.6800,85.2200
25.7400,-99.9400
55.6733,37.2733
15.0719,120.5419
25.2938,117.4148
9.5333,31.6500
-1.2848,116.7490
37.3167,27.7833
23.0247,-82.4631
-13.1333,28.4000
31.1143,30.9401
12.1962,-86.0964
35.6369,139.4463
22.8869,113.4563
22.8300,88.6300
35.4282,133.3309
48.7392,37.5839
39.0346,-95.6955
26.3492,92.6861
24.4142,88.9858
29.4761,113.4480
-5.9475,29.1947
30.0849,-94.1451
19.2429,-103.7281
14.0367,98.1867
12.4349,10.0527
-6.0667,15.1000
2.1442,27.9929
21.1333,105.5000
26.9200,81.2000
-16.9256,145.7753
31.2141,121.3680
18.9892,75.7564
-34.7975,-58.2759
39.2149,9.1095
55.0500,60.1000
15.7833,38.4500
13.7799,-89.1182
52.5190,-1.9950
42.4614,-83.6526
39.6417,22.4167
45.7797,3.0869
43.7192,127.3370
41.6167,0.6333
48.0042,0.1969
-6.7500,23.9667
-33.2023,-70.6749
26.7319,67.7750
10.5800,77.2400
40.9650,-5.6642
14.9740,120.5280
13.9715,108.0147
15.9761,120.5711
14.2333,76.4000
32.9286,73.7314
32.5995,-114.5491
-8.5833,13.6572
13.4108,121.1797
-23.3286,-46.7244
35.9333,0.0903
-2.5319,-44.1078
27.6300,78.6700
51.8653,-2.2458
-15.4669,36.9778
41.4584,15.5519
35.8358,139.3911
30.1334,74.2001
17.2942,96.5800
22.4890,90.0627
10.0386,-67.4894
4.8147,-74.3553
46.1667,21.3167
38.8833,-94.8200
53.3667,55.9333
27.5333,68.7667
34.9333,-120.4431
-1.3333,31.8167
29.8017,76.3967
46.5333,6.6333
19.0500,-72.4667
50.7167,-1.9833
34.7473,111.8609
-3.3349,37.3404
-6.3667,106.2500
48.4167,-71.0667
-6.5575,107.7580
25.3614,69.7361
22.7824,113.1514
51.5011,-0.1923
29.5383,71.6333
43.5500,-80.2500
15.9167,120.4167
4.6333,9.4500
27.8440,105.0451
-8.1264,-35.3075
39.9197,-104.9438
-8.0019,-35.0178
14.5333,49.1333
-29.8167,30.8500
35.7972,139.5939
59.7583,30.6000
3.9375,41.2203
55.1000,61.6167
33.9508,-83.3689
41.1175,1.2528
35.3988,136.8484
8.1500,123.8500
57.0500,9.9167
16.7667,121.7833
24.1814,86.3108
12.3528,121.0676
-3.3167,17.3833
31.1325,30.6478
31.1510,121.1916
9.1833,105.1500
10.6358,12.8782
1.4331,31.3522
33.1000,6.0667
25.5744,91.8789
37.2500,-6.9500
13.5500,33.6000
-37.4707,-72.3517
28.1833,76.6167
25.9298,74.6492
13.6942,-89.1105
37.2744,9.8739
19.7386,110.0058
16.4621,120.5877
-4.5485,136.8895
44.0333,43.0500
36.3594,139.4531
5.7964,7.0389
42.4333,25.6500
52.6766,-2.4469
39.0500,66.8333
31.3439,34.3025
37.2836,-5.9222
-8.8903,-36.4928
8.5667,16.0833
-16.6489,-49.4889
35.8176,139.6779
48.3900,-4.4869
48.7631,11.4250
-13.3000,35.2456
-23.6200,-45.4128
16.5424,81.5220
36.0816,140.2041
7.2111,79.8386
33.8346,-118.3416
26.3343,127.8057
-17.3000,15.8500
47.8486,88.1336
29.9944,73.2536
35.8301,139.8723
-12.3667,27.8333
11.7803,11.9786
40.8500,69.6000
34.7358,135.5617
53.8300,-2.7350
-13.6386,32.6453
55.8000,38.4500
22.7057,113.1526
53.9600,-1.0800
35.8622,50.8717
24.0300,75.0800
23.6300,86.1700
28.5014,53.5696
39.3257,115.8678
8.0400,-2.8000
5.1819,7.7147
27.8000,66.6167
-27.0978,-48.9178
13.7225,-89.1870
-12.9667,40.5167
44.8667,24.8833
-19.4533,29.8153
10.8005,105.2425
17.4483,78.5292
44.1660,87.5402
14.0667,120.6333
16.3667,-91.7333
33.8841,-117.9279
34.8674,138.2577
36.1975,139.2815
-4.3744,15.4947
40.2111,-8.4289
-10.2736,40.1828
13.3500,123.7333
39.0877,-108.5673
14.9167,121.0500
-26.1019,27.7719
54.5767,-1.2355
23.9296,115.7650
26.3000,87.2500
34.1959,43.8857
10.1167,123.6333
26.3600,81.1700
23.5000,89.1800
10.0753,-69.1283
10.9667,79.3833
-10.8853,-61.9517
19.7000,-99.1667
35.2739,59.2194
25.4783,100.5551
31.7431,44.6194
1.8500,102.9300
35.0131,135.9600
-12.4381,130.8411
40.4152,-104.7706
17.7167,33.9833
20.9344,-89.5578
14.7153,121.1058
29.9977,-90.1780
-3.6724,33.4297
-25.1683,-57.4942
20.6700,86.6400
-22.2281,-45.9336
-33.0428,-71.3744
15.0444,-91.4083
32.3265,-106.7893
30.3500,73.4000
-6.9069,109.7278
14.4968,121.2846
29.5800,-90.7059
53.8142,-3.0503
47.3928,0.6883
35.9500,68.7000
46.3500,-72.5500
-26.9908,-48.6350
34.8269,135.4706
40.0763,-74.2031
39.5119,54.3650
44.7725,17.1925
52.2100,5.9700
18.5586,-68.3694
8.8167,125.1000
38.4342,141.3027
35.0622,136.6837
10.2167,123.7500
45.5266,119.6506
11.9736,-86.0961
18.4054,-65.9792
25.9773,-80.3351
3.2500,19.7667
21.9339,-79.4439
43.8833,-78.9417
43.3972,-80.3114
13.1333,78.1333
40.6886,-112.0123
22.7167,89.1000
36.2675,2.7500
33.8038,-117.8218
36.1782,139.7554
26.2667,50.1500
5.3256,-4.3767
13.1480,123.7121
14.9667,120.6333
18.3000,83.9000
13.9311,121.4233
42.4934,-83.0270
-22.8728,-42.3428
40.4348,113.1565
34.0551,131.8062
44.6000,40.0833
-19.8858,-43.8069
38.3484,-81.6322
49.6106,6.1328
-7.7667,15.2667
37.0551,-76.3630
0.6564,30.2797
38.9500,-8.9833
30.3658,-9.5381
40.2360,-3.7675
52.2304,-0.8938
15.5839,120.9189
-17.8578,-41.5050
23.2500,87.0667
12.5242,76.8958
58.5919,16.1856
40.6658,-74.1913
18.0833,-93.2167
24.8700,84.1800
6.6210,-5.9114
19.9822,93.5540
43.8445,25.9539
41.1039,-73.5585
45.3333,-75.9000
-12.7839,-38.4039
1.1167,97.5667
-10.7326,13.7602
46.9480,7.4474
-14.4936,14.1219
34.8269,135.4704
34.1597,-118.1390
25.2114,83.5308
-34.9854,-71.2394
33.7469,72.8097
9.5917,76.5222
10.8000,122.9667
35.5269,46.1761
20.5453,105.9122
42.7274,-87.8135
-34.6833,-58.5500
27.2300,79.0200
8.5872,123.3408
46.5923,-120.5496
-6.5167,16.2167
-8.4667,118.7170
-21.5508,-45.4300
49.8919,2.2978
33.4472,36.3361
-41.1500,-71.3000
1.3808,103.7625
-25.4589,-49.5278
-20.6578,-40.5108
-0.8667,134.0833
23.0617,-109.7114
-29.9508,-51.0939
-4.0217,103.2522
37.2242,67.2783
19.2843,-99.7339
26.2702,-80.2591
38.2692,39.7617
46.5833,26.9167
34.8669,138.3233
11.5855,78.7601
35.3760,139.9169
-39.0333,-67.5833
55.9167,38.0000
27.0000,84.8667
32.0833,23.9500
-1.3550,-48.3419
47.3887,-122.2128
48.7548,-122.4690
35.4464,139.3908
9.6000,105.9719
-3.4283,29.9250
-3.4271,29.9246
4.9500,9.9167
-4.2758,-55.9839
21.9000,83.4000
40.4757,-88.9703
11.3131,106.0963
5.9280,-4.2132
5.9333,-4.2167
36.1192,128.1153
26.2200,84.3600
26.9000,79.7000
-34.9087,-54.9583
4.7306,-74.2639
20.8333,76.4597
7.5167,4.4500
41.2333,-8.6167
32.0089,51.8642
31.0306,61.4950
35.2481,136.7802
18.8200,95.2156
32.3184,-95.3062
6.9000,1.7167
33.3683,6.8675
-6.1913,106.4663
30.6667,51.5833
49.6375,100.1614
31.6658,34.5664
48.0033,122.7365
24.6807,113.5936
30.7192,31.2628
33.8000,2.8650
-23.2008,-47.2869
18.6472,-74.1139
14.6040,121.0300
45.8000,24.1500
50.8208,-0.1375
1.6833,33.6167
8.0184,4.6723
9.3070,123.3074
40.0833,65.3833
23.0833,-82.4333
53.4240,-2.3220
3.8167,42.5500
17.7547,106.4231
15.2140,120.6620
47.1000,17.9167
56.0833,54.2500
42.8167,132.8833
41.4144,-8.5222
46.8500,29.6333
50.0833,18.5000
54.9167,37.4000
27.7500,85.3333
32.9890,-96.8999
23.2257,72.5168
35.1833,-6.1500
14.5739,121.0039
38.0167,23.6833
28.7412,118.6225
42.5809,-83.0305
41.6559,-91.5303
32.8313,110.8087
26.1128,50.5139
-33.4000,-70.7333
13.4500,-6.2667
-22.2958,-48.5578
25.4667,68.7167
14.8341,120.7327
13.0050,76.1028
4.4800,101.0400
24.6903,78.4189
-33.3500,-70.6167
-29.7178,-52.4258
10.9383,106.9036
44.4079,126.9429
9.3167,13.8833
10.4929,123.4095
-22.9708,-46.9958
30.4408,48.1842
-1.3500,34.3667
-7.2342,-39.4094
4.1750,73.5083
9.5463,78.5907
43.5083,-79.8833
35.7058,4.5419
-11.7600,27.2500
59.4167,56.7833
21.4500,80.2000
22.9078,114.0603
50.8675,4.3736
31.8914,34.8078
-18.7201,-39.8589
28.6067,77.3189
25.3014,96.9417
7.3819,-6.4778
7.9029,4.3142
47.2683,11.3933
44.3128,-76.4553
55.1000,36.6167
23.1348,-82.3701
7.2667,2.3500
-7.2733,112.7489
26.6120,-81.6388
41.5436,45.0117
-33.6667,-65.4667
55.0833,38.7833
5.8109,7.3256
49.7944,9.9294
22.8667,91.1000
8.2561,44.1567
45.8992,6.1294
49.2842,120.7283
26.5393,78.1512
49.4783,10.9903
-8.1000,112.1667
51.7167,94.4500
28.1431,77.3269
36.3406,-82.3806
35.7902,139.2549
5.0292,119.7731
-7.2167,107.9000
59.6173,16.5422
-23.8953,-46.4256
-20.6600,-43.7858
47.7040,-116.7936
7.2667,-8.1667
19.6850,-99.1281
21.8481,-78.7631
33.8100,-6.0600
36.8206,5.7667
15.6606,120.7650
32.8466,130.0373
39.1610,-75.5202
41.5421,2.4445
13.8460,121.2060
4.1667,9.2333
-15.7456,28.1781
-3.4939,-39.5789
7.5339,125.6236
33.0454,-96.9815
17.9961,-76.9547
22.3094,114.2360
10.7792,76.6547
10.9314,-14.2892
-22.3569,-47.3839
37.8597,27.2597
38.4306,45.7741
9.0167,1.6667
16.9333,97.3667
35.4886,139.4076
45.3500,126.2833
9.1397,99.3306
35.7767,140.3183
22.4194,103.9950
-14.8333,-64.9000
43.0117,-78.7570
13.7047,-89.3413
35.7911,112.9259
14.5266,121.1536
22.5560,72.9510
5.2833,100.2667
28.6781,57.7406
22.7135,113.2803
10.1833,-67.9333
18.7718,-72.5123
22.1700,71.6700
35.8642,140.0284
18.5833,-72.2667
17.4253,102.7902
26.4019,111.2864
37.3646,-121.9680
4.5667,28.4167
53.2283,-0.5389
-7.4722,112.4336
34.4091,133.2054
30.0015,101.9550
43.6116,-116.3977
10.8595,-74.7739
-23.5508,-51.4608
27.8923,76.1122
3.2608,-76.5394
35.7372,0.5558
49.1404,9.2180
-23.9000,29.4500
4.6850,46.6175
-12.8500,15.5500
29.4226,111.1220
13.1028,103.1983
20.0017,95.5461
31.1068,-97.3891
48.3984,9.9916
45.8344,1.2617
37.3131,40.7350
31.9500,75.6200
52.5167,6.1000
42.8833,47.6333
7.1045,5.1310
0.3833,32.9242
20.3331,93.0075
35.2335,-97.3471
29.5833,74.3167
21.7333,70.6167
12.9000,79.3333
35.7103,139.4632
15.3122,120.9489
22.9456,88.4332
-4.0167,119.6236
-34.6582,-58.6672
32.5853,71.5436
21.3920,-157.7396
44.8392,11.6175
41.1580,114.7122
-12.3224,49.2950
-19.5389,-40.6308
45.7891,-108.5526
-19.6919,-43.9233
51.5975,-0.0681
34.5883,73.9128
0.0667,42.7500
14.4962,-90.5525
37.1361,128.2119
19.0707,-98.3367
48.8909,8.7030
26.1000,68.4833
2.5167,101.8000
-1.0536,-46.7656
-27.7333,-64.2500
38.7333,125.6333
32.0231,34.7503
23.1252,-82.3007
10.9733,106.4933
-15.8433,-70.0236
43.5130,123.5003
7.8167,-72.2167
37.4313,112.0270
20.1500,40.2667
19.6535,73.1481
34.8303,0.1517
55.5997,37.2800
19.0886,-102.3508
52.9667,63.1167
18.4491,-66.7387
6.1833,116.2333
30.7000,76.2200
29.1453,71.2617
32.4543,-99.7384
6.5500,2.6667
30.0419,72.3528
8.6439,-10.9717
7.2467,-70.7292
4.7078,-74.2328
22.4889,113.2069
-23.5469,-47.4378
12.8544,108.2703
38.2000,44.7667
56.3606,41.3197
30.5270,-97.6642
16.8892,42.5611
14.3333,-91.0167
35.5943,-77.3760
41.4672,12.9036
37.7527,114.7775
-5.1447,-79.0020
12.1649,-86.3557
29.5581,-95.3218
6.6650,2.1522
34.1647,132.1845
23.4564,75.4131
-22.5667,-55.7167
29.1061,58.3569
50.6667,17.9242
14.4497,-11.4367
6.0941,-0.2591
35.2240,137.0840
52.4231,10.7872
35.2221,138.6216
6.5625,2.5853
35.6995,139.5030
40.6806,14.7594
6.3833,-5.4167
-25.3300,-57.6400
38.5771,140.9556
40.4554,-3.4697
34.2663,-118.7490
25.7833,88.9000
42.0578,48.2889
14.4528,-87.6379
33.5656,44.5433
41.0167,70.1333
-20.5569,-48.5678
42.5865,-87.8773
39.7431,-8.8069
-21.1378,-47.9900
37.4003,-79.1909
27.3947,80.1283
14.2833,121.4167
9.3667,122.8000
28.9833,-10.0667
37.8364,68.7803
48.3644,134.2886
61.1000,72.6000
43.8583,-79.0364
38.7225,35.4875
-1.5058,-48.6258
